id,code,affiliate_name,abbreviation,location,num_department,num_authors,SINTA_score_3yr,SINTA_score_overall
2905,171018,Universitas Muhammadiyah Riau,UMRI,"KOTA PEKANBARU - RIAU, ID",32,249,35.605,68.864
2397,081045,Universitas Pendidikan Mandalika,UNDIKMA,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",23,317,35.528,105.386
2357,072026,"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW",ITSK SOEPRAOEN,"KOTA MALANG - JAWA TIMUR, ID",16,87,35.160,50.609
1393,041003,Universitas Islam Nusantara,UNINUS,"KOTA BANDUNG - JAWA BARAT, ID",27,238,35.051,92.591
2546,091020,Universitas Kristen Indonesia Toraja,UKI TORAJA,"KAB. TANA TORAJA - SULAWESI SELATAN, ID",18,180,34.248,60.895
2900,101012,Universitas Putra Indonesia Yptk Padang,UPIYPTK,"KOTA PADANG - SUMATERA BARAT, ID",17,356,34.157,76.221
84,061016,Universitas Veteran Bangun Nusantara,UNIVET BANTARA,"KAB. SUKOHARJO - JAWA TENGAH, ID",27,165,34.147,75.271
1074,031026,Universitas YARSI,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",16,272,34.087,94.551
2394,081035,Universitas Hamzanwadi,HAMZANWADI,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",27,279,34.087,69.733
8424,061052,Universitas Muhammadiyah Pekajangan Pekalongan,-,"KAB. PEKALONGAN - JAWA TENGAH, ID",19,121,34.020,49.321
369,061057,Universitas 'Aisyiyah Surakarta,-,"KOTA SURAKARTA - JAWA TENGAH, ID",10,78,33.785,52.160
1062,031014,Universitas Prof Dr Moestopo (Beragama),UPDM(B),"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",13,184,33.599,70.804
184,201020,Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto,UIN SAIZU PURWOKERTO,"KAB. BANYUMAS - JAWA TENGAH, ID",36,291,33.442,66.044
2889,101001,Universitas Bung Hatta,UBH,"KOTA PADANG - SUMATERA BARAT, ID",35,280,33.346,93.438
1477,042012,Institut Keguruan dan Ilmu Pendidikan Siliwangi,IKIP SILIWANGI,"KOTA CIMAHI - JAWA BARAT, ID",13,184,33.187,84.519
1882,051020,Universitas Respati Yogyakarta,UNRIYO,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",18,165,33.043,68.177
2088,071061,Universitas Tribhuwana Tungga Dewi,UNITRI,"KOTA MALANG - JAWA TIMUR, ID",18,195,32.952,86.769
1319,041051,Universitas Muhammadiyah Tangerang,UMT,"KOTA TANGERANG - BANTEN, ID",34,419,32.931,67.876
8270,091056,Universitas Megarezky,UNIMERZ,"KOTA MAKASSAR - SULAWESI SELATAN, ID",33,317,32.800,57.433
3133,111001,Universitas 17 Agustus 1945 Samarinda,UNTAG SAMARINDA,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",13,168,32.620,73.788
1417,041029,Universitas Muhammadiyah Cirebon,-,"KAB. CIREBON - JAWA BARAT, ID",23,198,32.586,70.420
1184,032031,Institut Pariwisata Trisakti,IP TRISAKTI,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",7,83,32.538,60.976
593,011016,Universitas Asahan,UNIVERSITAS ASAHAN,"KAB. ASAHAN - SUMATERA UTARA, ID",14,133,32.020,56.505
1659,041067,Universitas Nusa Putra,NPU,"KAB. SUKABUMI - JAWA BARAT, ID",13,248,31.900,72.459
1200,031064,Universitas Binawan,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",14,141,31.846,63.660
2906,171019,Universitas Putera Batam,UPB,"KOTA BATAM - KEPULAUAN RIAU, ID",10,93,31.808,89.939
2117,071088,Universitas Nahdlatul Ulama Sunan Giri,UNUGIRI,"KAB. BOJONEGORO - JAWA TIMUR, ID",18,146,31.805,49.392
2428,082010,Institut Teknologi dan Bisnis STIKOM Bali,ITB STIKOM BALI,"KOTA DENPASAR - BALI, ID",6,211,31.731,84.260
512,071011,Universitas Wijaya Putra,UWP,"KOTA SURABAYA - JAWA TIMUR, ID",14,156,31.681,67.940
3527,201017,Universitas Islam Negeri Antasari Banjarmasin,UIN ANTASARI,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",40,359,31.656,58.478
2074,071046,Universitas Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",9,96,31.454,54.426
2078,071103,Universitas PGRI Kanjuruhan Malang,UNIKAMA,"KOTA MALANG - JAWA TIMUR, ID",25,196,31.267,86.476
1099,031053,Universitas Bakrie,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",12,104,31.216,71.983
4781,021028,Universitas Teknokrat Indonesia,UTI,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",15,158,30.986,67.989
8244628,201028,Universitas Islam Negeri K.H. Abdurrahman Wahid Pekalongan,-,"KAB. PEKALONGAN - JAWA TENGAH, ID",29,282,30.661,59.367
2390,081030,Universitas Teknologi Sumbawa,UTS,"KAB. SUMBAWA - NUSA TENGGARA BARAT, ID",33,245,30.413,57.958
2067,071039,Universitas Kadiri,UNIK,"KOTA KEDIRI - JAWA TIMUR, ID",25,262,30.335,68.122
2533,161002,Universitas Klabat,UNKLAB,"KAB. MINAHASA UTARA - SULAWESI UTARA, ID",17,134,30.061,49.942
3143,111013,Universitas Muhammadiyah Pontianak,UMP,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",16,143,29.981,68.805
